Character	Modern (Beijing) reading	Preclassic Old Chinese	Classic Old Chinese	Western Han Chinese	Eastern Han Chinese	Early Postclassic Chinese	Middle Postclassic Chinese	Late Postclassic Chinese	Middle Chinese	English meaning	Russian meaning[s]	Comments	Sino-Tibetan etymology	Dialectal data	Radical	Four-angle index	Karlgren code	Go-on	Kan-on	Japanese reading	Vietnamese reading	Jianchuan Bai	Dali Bai	Bijiang Bai	Shijing occurrences	Fanqie	Rhyme class	Shuowen gloss
廁	cè	ćhrǝks	chrǝh	c̣hǝh	c̣hǝh	c̣hɨ̀	c̣hɨ̀	c̣hɨ̀	c̣hɨ̀	toilet; enclosure for pigs [L.Zhou]	отхожее место; [cè cì] вмешаться; включиться в...; интересоваться; [cè] бок, край, сторона, вм. 側	Used also for a homonymous *ćhrǝks 'to interfere' (attested since Han). Viet. also has a reading xi`a; standard Sino-Viet. is sí.		Dialectal data	53	2919	0906 g				xía							
廂	xiāng										1) боковая пристройка, флигель; 2) окраина, пригород; 3) ложа ( в театре ); купе ( в поезде )			Dialectal data	53	1672												
廄	jiù									a stable	конюшня				53	7559												
弼	bì	brit	brit	brjǝt	brǝt	bit	bit	bit	bit	to help, aid, assist	1) помогать; помощник; 2) выпрямлять, выправлять; 3) древн. рамка для выправления лука	For *b cf. Xiamen pit 8 , Chaozhou, Fuzhou pik 8 .			57	4623	0406 e-f											
彭	péng	b(h)āŋ	b(h)āŋ	b(h)āŋ	b(h)āŋ	b(h)āŋ	b(h)āŋ	b(h)āŋ	bwâŋ	forceful, overbearing	1) удары барабана, барабанный бой; 2) долговечный; 3) см. 彭彭; 4) Пэн ( фамилия ); [páng] сбоку; вблизи, вм. 旁	Also read *bhrāŋ, MC bạ̈iŋ id. (whence Pek. péng; for *bh cf. Min readings: Xiamen phĩ 2 , lit. phiŋ 2 , Chaozhou phẽ 2 , Fuzhou, Jianou phaŋ 2 ); *pāŋ, MC pwâŋ 'very, much'; 'be going pang-pang (of rhythmically trampling feet or hoofs)'. The alternation *bh- / *p- is not quite clear - perhaps we deal here with a confusion of originally different roots and should reconstruct *bāŋ, with the form *bhrāŋ influenced by 膨 q.v.	Sino-Tibetan etymology	Dialectal data	59	4075	0750 a-d											
復	fù	b(h)uk	b(h)uk	b(h)ǝuk	b(h)ǝuk	b(h)ɨuk	b(h)uk	b(h)uk	bük	to come back, return, restore, renew; place name	1) возвращаться; восстанавливать, реставрировать; вернуться к старому; взяться за старое; 2) отвечать; ответ, см. 覆; 3) снова, опять, еще; повторять; 4) избавить(ся), освободить(ся) ( от повинности ); 5) двойной, см. 複; 6) Фу ( фамилия )	Used also for the derived *b(h)uk-s (MC bǝ̀w) 'repeatedly, again'.		Dialectal data	60	6265	1034 d-f								58.2			
循	xún									to follow something that is pre-determined, inspection tour	1) послушный, покорный; следовать за...; повиноваться; соблюдать; согласно с..., по...; 2) вращаться, циркулировать; обходить кругом (вокруг); 3) приспособиться, идти проторенным путем			Dialectal data	60	1690	0465 f											
徨	huáng										彷徨 1) бродить; блуждать; 2) колебания, шатания; блуждания				60	326	0708 d											
惑	huò									to deceive, err	1) сомневаться, подозревать; 2) заблуждаться; вводить в заблуждение; 3) совращать; 4) сеять смуту; смута; соблазн	Cf. PA *uk`è 'stupid'.			61	8482	0929 q											
惡	è	ʔāk	ʔāk	ʔāk	ʔāk	ʔāk	ʔāk	ʔāk	ʔâk	evil, evil-doer	1) зло; преступление; дурной, скверный, гадкий; дурного поведения; безобразный; грубый; 2) болезнь; 3) грязь; нечистоты; 4) крайне, весьма; [ě] отврщаение; тошнота; [wù] 1) ненавидеть; гнушаться; 2) задеть; разгневать; [wū] 1) как; какой; где; 2) междометие ах!, увы!	Also read ʔāk-s, MC ʔò (FQ 烏路), Mand. wù, Viet. ố 'to hate'.	Sino-Tibetan etymology	Dialectal data	61	8352	0805 h	aku	aku	aku;u;o;warui;nikumu;aa	ác							
悲	bēi	prǝj	prǝj	prǝj	prǝj	pij	pij	pi	pi	be unhappy, pained	1) скорбеть, горевать, убиваться, оплакивать; горе, скорбь; боль; страдание; 2) жалеть, сожалеть; сочувствие, жалость, сострадание	This is probably a suffixed form of the root, present in 憤 *b(h)ǝrʔ 'full of annoyance, full of dissatisfied eagerness'.	Sino-Tibetan etymology	Dialectal data	61	8423	0579 u								14.3_			
悶	mèn	mǝ̄ns	mǝ̄nh	mǝ̄nh	mǝ̄nh	mǝ̄̀n	mǝ̄̀n	mǝ̄̀n	mòn	melancholy, sorrow	скучать, тосковать; унывать, хандрить; [mēn] 1) душный; палящий; 2) тушить, томить; парить; настоять ( чай ); 3) закрытый; накрыть крышкой	For *m cf. Xiamen bun 6 , Chaozhou buŋ 6 , Fuzhou moŋ 6 , Jianou mɔŋ 6 .    Absent from Schüssler's dictionary, although attested already in Yijing.  The character is also used (since L.Zhou) for *mǝ̄n, MC mon, Mand. mén 'to be  stuffy, stifling, close, airless' (both readings may be actually related).		Dialectal data	61	3459	0441 d				muộn							
惠	huì	w(h)īts	w(h)īć	w(h)jǝ̄ś	w(h)iǝ̄ś	w(h)iēś	w(h)iḕj	w(h)iḕj	ɣwìej	be kind, compliant	1) доброта, милость; благодетельствовать; благоприятствовать; оказывать честь; милостивый; вежл. Ваш; 2) подарить; пожаловать ( чем-л. ), удостоить; 3) умный; остроумный, вм. 慧; 4) Хуй ( фамилия )	In inscriptions and in Shujing also used for a homonymous (?) *w(h)īts 'it should be, should be'. [Cf. Tib. 'os-pa 'worthy, fitting, favourable', Burm. wat 'duty' ?]		Dialectal data	61	8503	0533 a-d								28.4, 30.2, 41.1, 41.2, 41.3			
愜	qiè										1) довольный; удовлетворенный; 2) веселый				61	804	0630 n											
愣	lèng										1) остолбенелый, отупевший; 2) неотесанный, неловкий; грубый; 3) скоропалительно; без раздумья				61	4235												
惺	xīng										1) умный; прозорливый; 2) спокойный; бесстрашный; [xǐng] очнуться; понять				61	398												
愕	è	ŋhāk	ŋhāk	ŋhāk	ŋhāk	ŋhāk	ŋhāk	ŋhāk		scared [LZ]	1) испуг; изумление; 2) прямая (правдивая) речь	For *ŋh cf. Fuzhou ŋauk 7 , Jianou ŋɔ 7 .			61	4447	0788 h											
惰	duò	l(h)ōjʔ	l(h)wā́j	l(h)wā́j	l(h)wǟ́	d(h)wā́	d(h)wā́	d(h)wā́	dwấ	be lazy, negligent; careless; useless	ленивый		Sino-Tibetan etymology	Dialectal data	61	3518	0011 l											
惻	cè	ćhrǝk	chrǝk	c̣hǝk	c̣hǝk	c̣hɨk	c̣hɨk	c̣hɨk	c̣hik	to pity	убиваться, печалиться, горевать, болеть душой; соболезновать; сочувствовать, жалеть; сострадание				61	2914	0906 e											
惴	zhuì	tors	twanh	twanh	ćwanh	ćwèn	ćwèn	ćwèn	ćwè	be terrified, fearful	беспокойство; боязнь; тревожный	Also read *thorʔ, MC ćhwén, Pek. chuǎn "wriggle (as a worm)" (LZ)	Sino-Tibetan etymology		61	3677	0168 o											
慨	kǎi										1) воодушевляться, приободряться; возбуждаться; возмущаться; 2) быть великодушным; 3) скорбеть, жалеть, печалиться			Dialectal data	61	7556	0515 n											
惱	nǎo	nāwʔ	nā́w	nā́w	nā́w	nā́w	nā́w	nā́w	nấw	to be angry, upset [Tang]	гнев; раздражение; досада; огорчение; досадовать; раздражаться; гневаться, негодовать	Standard Sino-Viet. is não. The word is quite probably of Austric origin: besides Viet., cf. Khmer srǝṇaoh 'be nostalgic'.		Dialectal data	61	1909					nạo							
愎	bì										упрямый; упрямиться, упорствовать; отвергать				61	6264	1034 k											
惶	huáng									be brilliant, splendid, magnificent	испугаться; бояться, впасть в панику				61	324												
愉	yú	lo	lo	lwa	źwa	źwo	jwo	jwo	jü	to enjoy	1) довольный, счастливый; 2) радовать(ся); веселить(ся)		Sino-Tibetan etymology	Dialectal data	61	8772	0125 f											
愀	qiǎo										1) внезапно измениться в лице; побледнеть; покраснеть; 2) печальный				61	5462	1092 j											
愒	qiè	khrat	khrat	khrat	khrat	khet	khet	khet	khet	to rest		Also read *khrat-s, MC khèj, Pek. qì; during LZ also used for *khāt-s, MC khầj, Pek. kài 'to desire; hasty'.			0	0	0313 s											
戟	jǐ	krak	krak	krak	krak	kek	kek	kek	käik	a kind of lance with two blades, halberd	1) древн. трезубец с длинным средним зубом; колоть; раздражать; 2) указывать вытянутыми пальцами обеих рук; тыкать пальцем ( напр. в гневе )				62	6761	0785 a-b				kích							
扉	fēi										навесная дверь, калитка				63	2734	0579 d											
掣	chè	khet	khet	khjat	khjat	khjet	khjet	khjet	ćhet	to trail, drag	1) тащить, извлекать; вытаскивать; 2) задерживать, препятствовать	Also read *khet-s, MC ćhèj, Pek. chì id.			64	3271	0335 c											
掌	zhǎng	taŋʔ	táŋ	táŋ	ćáŋ	ćáŋ	ćáŋ	ćáŋ	ćáŋ	palm of the hand	1) ладонь; ударить ладонью; лапа; 2) держать в руках; руководить, ведать, заведывать, управлять; контролировать; 3) Чжан ( фамилия )		Sino-Tibetan etymology	Dialectal data	64	3266	0725 j											
描	miáo	mraw	mraw	mraw	mraw	mew	mew	mew	mew	to draw (a line) [Tang]	1) описывать; рисовать, срисовывать; копировать, обводить ( контуры ); подводить ( брови ); 2) целиться, вм. 瞄	For *m cf. Xiamen mio 2 , Chaozhou miǝu 2 , Fuzhou mieu 2 .		Dialectal data	64	1747												
揀	jiǎn	krēnʔ	krḗn	krjā́n	kriā́n	kiẹ̄́n	kiẹ̄́n	kiẹ̄́n	kạ̈́n	select	1) выбирать, отбирать; 2) взять; подобрать; получить без трудов, подобрать чужое, см. 撿	= 柬 q.v.	Sino-Tibetan etymology	Dialectal data	64	5399	0185 e											
揩	kāi										1) вытирать ( напр. слезы ); 2) втирать, натирать			Dialectal data	64	1652												
揉	róu										1) гнуть; мять; 2) тереть; подчищать; 3) сообщить, рассказать, поделиться; 4) тянуться			Dialectal data	64	5230	1105 b											
揆	kuí	ghʷijʔ	ghwíj	ghwjǝ́j	ghjwǝ́j	ghjwíj	ghjwíj	ghjwí	gjwí	to measure, take measures	1) рассчитывать, прикидывать в уме; 2) принцип; 3) дело; служба; 4) канцлер, премьер	MC has rising tone, although most dialects reveal reflexes of even tone (*ghʷij, MC *gjwi): cf. (besides Pek. kúi), Chaozhou, Fuzhou khui 2 .	Sino-Tibetan etymology		64	5024	0605 e								50.1			
揍	zou														0	0												
插	chā	ćhrēp	chrēp	c̣hjāp	c̣hiāp	c̣hiẹ̄p	c̣hiẹ̄p	c̣hiẹ̄p	c̣hạ̈p	shovel [L.Zhou]	1) вставлять, втыкать; втискивать; вонзать; водружать ( знамя ); 2) посадить ( рассаду ); привить ( черенок ); 3) втереться, втиснуться; вмешиваться; 4) вкладной, вставной; вкладыш, вставка	Since Han time the character 插 is normally used with a more general meaning 'to insert, to prick';'to graft' (the latter meaning is attested only since Song) - while for the meaning 'shovel; long needle' another character was introduced: 鍤. Standard Sino-Viet. is sáp.		Dialectal data	64	1060	0631 b				tháp							
揣	chuǎi	thorʔ	thón	thón	ćhón	ćhón	ćhón	ćhón	ćhwé	to measure, estimate		Also read *thorʔ-s, MC ćhwè id.; *tōrʔ, MC twấ id.; *tōrʔ, MC twấ 'shake, move'. Modern chuǎi is not quite regular (chǔi would be expected).	Sino-Tibetan etymology		0	0												
提	tí	dhē	dhē	dhē	dhiē	dhiēj	dhiēj	dhiēj	diej	to take, take up; be calm and thoughtful	1) держать в руке; брать; поднимать; ручной; 2) поднимать, повышать; поощрять; 3) выдавать; переводить ( деньги ); 4) держаться за руки; сотрудничать; 5) упоминать; говорить о...; [dī] бросить	For *dh- cf. Xiamen the 2 , Fuzhou, Chaozhou thi 2 .	Sino-Tibetan etymology	Dialectal data	64	5866	0866 n											
握	wò	ʔrōk	ʔrōk	ʔrōk	ʔrōk	ʔọ̄k	ʔọ̄k	ʔọ̄k	ʔạuk	grasp; a handful	1) держать; хватать; зажимать в руке; пригоршня; 2) сжать (пожать) руку; рукопожатие; 3) владеть; брать в свои руки, управлять	Standard Sino-Viet. is ác.		Dialectal data	64	266	1204 f	aku	aku	aku;nigiru	vốc							
揖	yī	ʔip	ʔip	ʔjǝp	ʔjǝp	ʔjip	ʔjip	ʔjip	ʔjip	to bow, salute	1) приветствовать сложением рук; откланяться; поклон; 2) сделать подарок, поднести; 3) уступить	Used also for OC *ćip (in Shi 5,3), MC cjip (FQ JY 即入), Pek. jí 'to cluster together'. The word rhymes in *-ip and should be kept distinct from the phonetically and semantically similar 集 *ʒ(h)ǝp q.v., although all kinds of confusions (early and late) were possible - see under 集.	Sino-Tibetan etymology		64	2685	0688 g								5.3_			
